Name,Address,Площадь,Оборот,geometry
Samsung,"город Москва, улица Миклухо-Маклая, дом 32А",1774,78253840,POINT (37.531006 55.6407897241339)
М.видео,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Багратионовский проезд, дом 5",1710,6862551,POINT (37.508163 55.7438537538879)
Samsung,"город Москва, Кировоградская улица, дом 15",2380,128671390,POINT (37.604586 55.6096477151973)
DNS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Щербаковская улица, дом 3",1898,148977597,POINT (37.724009 55.7829947652593)
Sitilink,"город Москва, Авиационная улица, дом 66",117,107422963,POINT (37.460418 55.8098677730894)
Электрика,"город Москва, Кировоградская улица, дом 13",1319,107244766,POINT (37.606306000000004 55.6134267162804)
Электрика,"город Москва, Кировоградская улица, дом 13",1019,33137966,POINT (37.606306000000004 55.6134267162804)
Электрика,"город Москва, Кировоградская улица, дом 13",2420,27428550,POINT (37.606306000000004 55.6134267162804)
Электрика,"город Москва, Кировоградская улица, дом 13",708,30604099,POINT (37.606306000000004 55.6134267162804)
Электрика,"город Москва, Кировоградская улица, дом 13",1566,165160207,POINT (37.606306000000004 55.6134267162804)
Электрика,"город Москва, Кировоградская улица, дом 13",1198,46121949,POINT (37.606306000000004 55.6134267162804)
C store,"город Москва, Пресненская набережная, дом 2",2216,67529946,POINT (37.540006 55.7491977554381)
Samsung,"город Москва, Красная площадь, дом 3",2064,82451251,POINT (37.621529 55.7546607570236)
Huawei,"город Москва, Кировоградская улица, дом 13А",1492,16132650,POINT (37.607059 55.6121327159095)
Tefal,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, шоссе Энтузиастов, дом 12, корпус 2",1952,26476737,POINT (37.704893 55.7474047549179)
Электротовары,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, улица Сущёвский Вал, дом 5, строение 1А",739,156973143,POINT (37.592881 55.7941287685012)
